report_date,service,program,base_year,baseline_type,prime_contractor,secondary_contractor,platform_portfolio,cohort,merger_exposure,treatment_rule,baseline_pauc_total,baseline_pauc_qty,baseline_pauc_est,current_pauc_total,current_pauc_qty,current_pauc_est,baseline_apuc_total,baseline_apuc_qty,baseline_apuc_est,current_apuc_total,current_apuc_qty,current_apuc_est
2011-12-31,Air Force,AMRAAM,1992,PdE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,0,,,12302.9,13038,0.944,16375.9,16239,1.008,10205.7,13038,0.783,13660.6,16239,0.841
2011-12-31,Air Force,B-2 EHF Inc 1,2007,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,659.7,21,31.414,538.4,20,26.92,114.8,17,6.753,116.7,16,7.294
2011-12-31,Air Force,B-2 RMP,2008,PdE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,1273.8,21,60.657,1211.8,20,60.59,559,14,39.929,545,13,41.923
2011-12-31,Air Force,C-130 AMP,2010,PdE,Boeing,,"Electronics, Comms, and Sensors",0,,,5610.8,222,25.274,2296.6,9,255.178,3510.2,219,16.028,437.3,6,72.883
2011-12-31,Air Force,C-130J,1996,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,730.7,11,66.427,12284,168,73.119,721.8,11,65.618,11822.5,168,70.372
2011-12-31,Air Force,C-5 RERP,2008,PdE,Lockheed Martin,,Aircraft,0,,,7146.6,52,127.435,7009.6,52,134.8,5415.9,49,110.529,5330.3,49,108.782
2011-12-31,Air Force,FAB-T,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,2960.5,222,13.336,3690.4,246,15.002,1677.3,197,8.514,1800,216,8.333
2011-12-31,Air Force,GBS,1997,DE,General Dynamics,,Space Systems,0,,,451.4,346,1.305,925.1,1916,0.483,53.9,125,0.431,529.4,1780,0.297
2011-12-31,Air Force,GPS IIIA,2010,PdE,Lockheed Martin,,Space Systems,0,,,3840.8,8,480.1,4009.8,8,501.225,1381,6,230.167,1447.9,6,241.317
2011-12-31,Air Force,HC/MC-130 Recapitalization,2009,PdE,Lockheed Martin,,Aircraft,0,,,8078.1,74,109.164,12309.1,122,100.894,7436,74,100.486,11847.1,122,97.107
2011-12-31,Air Force,JASSM - Baseline,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3679.4,2487,1.479,3589.4,2487,1.443,2503.2,2400,1.043,2398.5,2400,0.999
2011-12-31,Air Force,JASSM - ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,3177.3,2531,1.255,3366.1,2500,1.346,2906,2500,1.162
2011-12-31,Air Force,JDAM,1995,PdE,Boeing,,Ordnance and Missiles,0,,,2720.4,88126,0.031,5195.8,232875,0.022,2090.6,87496,0.024,4626.6,23201,0.02
2011-12-31,Air Force,JPATS,2002,PdE,Hawker Beechcraft,,Aircraft,0,,,4918.6,768,6.404,4766.9,750,6.356,4512.4,767,5.883,4362.3,749,5.824
2011-12-31,Air Force,KC-46A,2011,DE,Boeing,Pratt & Whitney,Aircraft,2013,UTC-Goodrich,sub-UTC,43518.2,179,243.118,43211.6,179,241.406,33040.3,175,188.802,32724.3,175,186.996
2011-12-31,Air Force,MP-RTIP,2000,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,1449.3,0,,1158.9,0,,,,,,,
2011-12-31,Air Force,MQ-9 UAS Reaper,2008,PdE,General Atomics,,Aircraft,0,,,11541.3,404,28.568,11536.5,404,28.556,10402.1,401,25.94,10398.9,401,25.932
2011-12-31,Air Force,NAS,2005,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,762.1,53,14.379,1418.7,92,15.421,629.7,53,11.881,1283.6,92,13.952
2011-12-31,Air Force,NAVSTAR GPS - Space & Control,2000,PdE,Boeing,,Space Systems,0,,,5015.6,33,151.988,6206.6,33,188.079,3239.4,33,98.164,4064.2,33,123.158
2011-12-31,Air Force,NAVSTAR GPS - User Equipment,2000,PdE,Boeing,,Space Systems,0,,,797.8,0,,1228.4,0,,254.3,0,,0,0,
2011-12-31,Air Force,NPOESS,2002,PdE,Northrop Grumman,,Space Systems,0,,,9793.7,4,2448.425,2387.6,0,,2446.9,2,1223.45,0,0,
2011-12-31,Air Force,RQ-4A/B UAS Global Hawk,2000,DE,Northrop Grumman,,Aircraft,0,,,8103.6,54,150.067,7856.5,45,174.589,4904.9,54,90.831,4636.7,45,103.038
2011-12-31,Air Force,SBIRS HIGH - Baseline,1995,DE,Lockheed Martin,,Space Systems,0,,,8569.3,3,2856.433,13839.4,6,2306.567,1342.8,1,1242.8,5127.4,4,1281.85
2011-12-31,Air Force,SDB II,2010,DE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,3654.2,17163,0.213,2976.3,17000,0.175,2105.2,17000,0.124
2011-12-31,Air Force,WGS,2010,PdE,Boeing,,Space Systems,0,,,3610.6,7,515.8,3893.7,8,486.712,3193.4,7,456.2,3449.5,8,431.188
2011-12-31,DoD,AMF JTRS,2008,DE,Lockheed Martin,,"Electronics, Comms, and Sensors",0,,,7758.6,27102,0.286,3721.4,12172,0.306,5907.9,26878,0.22,2043.7,12080,0.169
2011-12-31,DoD,CHEM DEMIL - ACWA,2011,PdE,Bechtel,,Other Services,0,,,5413,3136,1.726,7446.2,3136,2.37,0,0,,0,0,
2011-12-31,DoD,CHEM DEMIL - CMA,1994,PdE,Westinghouse,,Other Services,0,,,22850.2,29060,0.786,20743,29060,0.714,2696.8,29060,0.093,2448,29060,0.084
2011-12-31,DoD,F-35 - Aircraft,2012,DE,Lockheed Martin,Northrop Grumman,Aircraft,0,,,276482.2,2458,112.483,276483,2457,112.529,224333.7,2443,91.827,224332.9,2443,91.827
2011-12-31,DoD,F-35 - Engine,2012,DE,Pratt & Whitney,Hamilton Sundstrand,Aircraft,2013,UTC-Goodrich,prime-UTC,53916.4,2458,21.935,54028.1,2457,21.989,42332.9,2443,17.328,42332.9,2443,17.328
2011-12-31,DoD,JTRS GMR,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,14437.2,108388,0.133,1454.5,91,15.984,13592.1,108086,0.126,0,0,
2011-12-31,DoD,JTRS HMS,2004,PdE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,7102.6,271202,0.026,8104,328514,0.025,6071.3,270369,0.022
2011-12-31,DoD,JTRS NED,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,812.9,0,,1714.5,0,,,,,0,0,
2011-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,2800.1,5258,0.533,523.7,630,0.831,1226.3,4817,0.255
2012-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,11570.7,639,18.108,8856.9,634,13.97,10074.3,634,15.89
2012-12-31,Army,AB3B New Build,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,2134.6,56,38.118,1961.4,56,35.025,2134.6,56,38.118,1961.4,56,35.025
2012-12-31,Army,CH-47F,2005,PdE,Boeing,,Aircraft,0,,,10614.8,512,20.732,12515.6,532,23.526,10435.1,510,20.461,12332.3,530,23.268
2012-12-31,Army,EXCALIBUR,2007,PdE,Raytheon,,Ordnance and Missiles,0,,,1654.6,7474,0.221,1663.1,7852,0.212,661.2,6930,0.095,657.4,7308,0.09
2012-12-31,Army,FMTV,1996,PdE,Oshkosh,,Land Vehicles,0,,,15024.7,83185,0.181,13197.1,80228,0.173,14890.6,83185,0.179,13750.6,80228,0.171
2012-12-31,Army,G/ATOR,2012,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2987.3,57,52.409,2209.2,45,49.093,2103.1,57,36.896,1291.3,45,28.696
2012-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4578.4,43795,0.105,5189,43936,0.118,3966.7,43560,0.091,4417.1,43560,0.101
2012-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,5329.8,447,11.923,3316,285,11.635,3121.3,431,7.242
2012-12-31,Army,JLENS,2005,DE,Raytheon,,"Electronics, Comms, and Sensors",0,,,5850,16,365.625,2321.4,2,1160.7,4027,14,286.643,0,0,
2012-12-31,Army,JLTV,2012,DE,AM General,,Land Vehicles,0,,,22780.2,54730,0.416,22732.9,54730,0.415,21782,54599,0.399,21722.8,54599,0.399
2012-12-31,Army,LUH,2006,PdE,EADS-NA Defense,,Aircraft,0,,,1638.3,322,5.088,1626.9,315,5.165,1635.1,322,5.078,1623.7,315,5.155
2012-12-31,Army,MQ-1C UAS Gray Eagle,2010,PdE,General Atomics,,Aircraft,0,,,5252,21,169.419,4582.7,31,147.829,3364.7,29,116.024,3156.7,29,108.852
2012-12-31,Army,Patriot PAC-3,2002,PdE,Lockheed Martin,Raytheon,Air and Missile Defense,0,,,7084,1012,7,10366.6,1354,7.656,4156.4,1012,4.107,6936.4,1354,5.123
2012-12-31,Army,Patriot MEADS CAP - Fire Unit,2004,DE,Lockheed Martin,,Air and Missile Defense,0,,,16530.5,48,344.385,2745.9,0,,11999.1,48,249.981,0,0,
2012-12-31,Army,PAC-3 MSE,2004,DE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,6787.9,1528,4.442,5760,1528,3.77,6086.9,1528,3.984
2012-12-31,Army,PIM,2011,DE,BAE Systems,,"Electronics, Comms, and Sensors",0,,,6641,582,11.411,6543.2,582,11.243,5640.1,580,9.724,5546.1,580,9.562
2012-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,16801.7,1235,13.605,20332.4,1375,14.787,16084.2,1227,13.109,19571.1,1367,14.317
2012-12-31,Army,WIN-T Inc 2,2010,PdE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,3617.2,1893,1.911,4671.3,2156,2.167,3384.5,1837,1.842,4396.7,2100,2.094
2012-12-31,Army,WIN-T Inc 3,2009,DE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,15807.9,3482,4.54,14154.4,3513,4.029,13212.4,3443,3.837,11800.8,3449,3.422
2012-12-31,Navy,AGM-88E AARGM,2003,PdE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,1339.8,1790,0.748,1640.8,1919,0.855,806.5,1750,0.461,1020.6,1879,0.543
2012-12-31,Navy ,AIM-9X Block II,2011,DE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,3967.3,6000,0.661,3580.9,6000,0.597,3798.5,6000,0.633,3368.9,6000,0.561
2012-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,4326.5,252,17.169,1262.8,174,7.257,1518.1,222,6.838
2012-12-31,Navy,CH-53K,2006,DE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,21340.7,200,106.704,11018.9,152,72.493,15800.4,196,80.614
2012-12-31,Navy,CVN 78 - CVN 78,2000,DE,Newport News,,Ships and Submarines,0,,,28701.2,3,9567.067,25399,3,8466.333,24825.9,3,8275.3,22377.8,3,7459.267
2012-12-31,Navy,CVN 78 - EMALS,2000,DE,General Atomics,,Ships and Submarines,0,,,2263.4,3,754.467,2222.8,3,740.933,1593.4,3,531.133,1464.5,3,488.167
2012-12-31,Navy,DDG 1000,2005,DE,General Dynamics,Raytheon,Ships and Submarines,2021,Raytheon-UTC,sub-Raytheon,19189.3,3,6396.433,18356.5,3,6118.833,10195.3,3,3398.433,9517.5,3,3172.5
2012-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,60579.3,77,786.744,15745.3,23,684.578,57352.7,77,744.84
2012-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,18273.1,75,243.641,13281.9,70,189.741,13107.9,70,187.256
2012-12-31,Navy,EA-18G,2004,PdE,Boeing,General Electric,Aircraft,0,,,7662.6,90,85.14,11104.5,135,82.256,6030.5,90,67.006,9380.3,135,69.484
2012-12-31,Navy,F/A-18E/F,2000,PdE,Boeing,General Electric,Aircraft,0,,,65944.7,10000,65.945,45775.7,552,82.927,59976.8,1000,59.977,39880.5,552,72.247
2012-12-31,Navy,H-1 Upgrades (4BW/4BN),2008,PdE,Bell Helicopters,,Aircraft,0,,,7852.2,284,27.649,11702.7,353,33.152,6352.9,280,22.689,9985.1,349,28.611
2012-12-31,Navy,IDECM - Blocks 2/3,2008,PdE,ITT Exelis,BAE Systems,"Electronics, Comms, and Sensors",0,,,1410.9,12809,0.11,1556,12805,0.122,956,12809,0.075,1099.6,12805,0.086
2012-12-31,Navy,IDECM - Block 4,2008,DE,ITT Exelis,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-L3,660.7,160,4.129,779.7,190,4.104,451.2,160,2.82,545,190,2.868
2012-12-31,Navy,JHSV,2008,DE,Austal,,Ships and Submarines,0,,,3460,18,192.222,1951.9,10,195.19,3337.8,18,185.433,1836.3,10,183.63
2012-12-31,Navy,JPALS,2008,DE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,963.2,37,26.032,1017.1,37,27.489,202.9,25,8.116,233.1,27,8.633
2012-12-31,Navy,JSOW - Baseline,1990,PdE,Raytheon,,Ordnance and Missiles,0,,,1505.8,3334,0.452,1477.1,3334,0.443,941.7,3334,0.282,913.5,3334,0.274
2012-12-31,Navy,JSOW - Unitary,1990,PdE,Raytheon,,Ordnance and Missiles,0,,,3360.9,7800,0.431,2125.1,7000,0.304,3103.7,7800,0.398,1775.4,7000,0.254
2012-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,9116.9,104,87.662,9198.3,104,88.445,9078.8,104,87.296
2012-12-31,Navy,LCS,2010,DE,General Dynamics,Lockheed Martin,Ships and Submarines,0,,,32008.2,55,581.967,27796,52,534.538,28369.2,53,535.268,27796.9,50,485.338
2012-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,8697.4,3,2899.133,2677.5,1,2677.5,8354,3,2784.667
2012-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.2,12,1079.6,14220.6,11,1292.782,12842.4,12,1070.2,14104.5,11,1282.227
2012-12-31,Navy,MH-60R,2006,PdE,Sikorsky,Lockheed Martin,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,9894.9,243,40.72,12352.4,280,44.116,8361.1,241,34.693,10510.6,278,37.808
2012-12-31,Navy,MH-60S,1998,PdE,Sikorsky,Lockheed Martin,Aircraft,0,,,2769,166,16.681,6549.5,275,23.816,2698,165,16.352,5864.3,275,21.325
2012-12-31,Navy,MQ-4C UAS BAMS,2008,DE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,12253.4,70,175.049,8871.2,65,136.48,8678.5,65,133.515
2012-12-31,Navy,MUOS,2004,PdE,Lockheed Martin,,"Electronics, Comms, and Sensors",0,,,5738,6,956.333,6045.6,6,1007.6,2591,4,647.75,2327.5,4,581.875
2012-12-31,Navy,NMT,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,1923.4,333,5.776,1525.8,278,5.488,1345.6,305,4.412,968,250,3.872
2012-12-31,Navy,P-8A,2010,PdE,Boeing,CFM International,Aircraft,0,,,30271.9,115,263.234,31784.8,122,260.531,22791.2,108,211.03,23255.7,117,198.767
2012-12-31,Navy,RMS,2006,DE,Lockheed Martin,,Other Products,0,,,1279.6,54,23.696,1258.6,54,23.307,630,52,12.115,613.5,52,11.798
2012-12-31,Navy,SSC,2011,DE,Textron Systems,L-3 Communications,Ships and Submarines,2020,L3-Harris,sub-L3,3925.6,73,53.775,3827.1,73,52.426,3354.4,71,47.245,3269.7,21,46.052
2012-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,7259.1,1800,4.033,3949.6,1200,3.291,6424.6,1800,3.569
2012-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,60538.3,30,2017.943,42228.1,30,1407.603,54856.5,30,1828.55
2012-12-31,Navy,Tactical Tomahawk,1999,PdE,Raytheon,,Ordnance and Missiles,0,,,1683.7,1365,1.233,5636.5,4961,1.136,1158.4,1353,0.856,5071.4,4951,1.024
2012-12-31,Navy,Trident II Missile,1983,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,25943.7,568,45.676,27541.7,561,49.094,17155.2,540,31.769,18137.1,533,34.028
2012-12-31,Navy,V-22,2005,PdE,Boeing,Bell Helicopters,Air and Missile Defense,0,,,50250.4,458,109.717,50621.5,459,110.286,38562.8,456,84.568,38517,457,84.282
2012-12-31,Navy,VTUAV,2006,PdE,Northrop Grumman,,Aircraft,0,,,2366.4,177,13.369,2418.5,175,13.82,1522.4,168,9.062,1806.1,158,10.751
2012-12-31,Air Force,AEHF SV 1-4,2002,PdE,Lockheed Martin,,Space Systems,0,,,9085.3,4,2271.325,9215.1,4,2303.775,2655.1,2,1327.55,2545.7,2,1272.85
2012-12-31,Air Force,AEHF SV 5-6,2002,PdE,Lockheed Martin,,Space Systems,0,,,2715.1,2,1357.55,2255.8,2,1127.9,2656,2,1328,2198.3,2,1099.15
2012-12-31,Air Force,AMRAAM,1992,PdE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,0,,,12303.9,13038,0.944,16220.8,16253,0.998,10205.7,13038,0.783,13502.5,16253,0.831
2012-12-31,Air Force,AWACS Block 40/45 Upgrade,2012,PdE,Boeing,,Aircraft,0,,,2822.4,31,91.045,2753.9,31,88.835,1503.4,31,48.497,1448.1,31,46.713
2012-12-31,Air Force,B-2 EHF Inc 1,2007,PdE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,659.7,21,31.414,524.8,20,26.239,114.8,17,6.753,117.4,16,7.336
2012-12-31,Air Force,B61 Mod 12 LEP TKA,2012,DE,Boeing,,Ordnance and Missiles,0,,,1321.6,890,1.485,1315.5,890,1.478,314,813,0.386,316.6,813,0.389
2012-12-31,Air Force,C-130J,1996,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,730.7,11,66.427,12046.7,168,71.707,721.8,11,65.618,11603,168,69.065
2012-12-31,Air Force,C-5 RERP,2008,PdE,Lockheed Martin,,Aircraft,0,,,7146.6,52,137.435,6931.2,52,133.292,5415.9,49,110.529,5234.3,49,106.822
2012-12-31,Air Force,EELV,2012,PdE,Boeing,Lockheed Martin,Space Systems,0,,,61443.4,152,404.233,61443.5,152,404.234,59078.3,151,391.247,59078.4,151,391.248
2012-12-31,Air Force,FAB-T,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,2960.5,222,13.336,3638.5,246,14.791,1677.3,197,8.514,1742.8,216,8.069
2012-12-31,Air Force,GBS,1997,DE,General Dynamics,,Space Systems,0,,,451.4,346,1.305,950.8,1926,0.494,53.9,125,0.431,554,1790,0.309
2012-12-31,Air Force,GPS IIIA,2010,PdE,Lockheed Martin,,Space Systems,0,,,3840.8,8,480.1,4051.3,8,506.412,1381,6,230.167,1464,6,244
2012-12-31,Air Force,GPS OCX,2012,DE,Raytheon,,Space Systems,2021,Raytheon-UTC,prime-Raytheon,3347.2,1,3347.2,3335.7,1,3335.7,0,0,,0,0,
2012-12-31,Air Force,HC/MC-130 Recapitalization,2009,PdE,Lockheed Martin,,Aircraft,0,,,8078.1,74,109.164,12661.6,131,96.653,7436,74,100.486,12249.7,131,93.509
2012-12-31,Air Force,JASSM - Baseline,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3679.4,2487,1.479,3054.3,2040,1.497,2503.2,2400,1.043,1825.4,1953,0.935
2012-12-31,Air Force,JASSM - ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,3632.4,2978,1.22,3366.1,2500,1.346,3397.6,2947,1.153
2012-12-31,Air Force,JDAM,1995,PdE,Boeing,,Ordnance and Missiles,0,,,2720.4,88126,0.031,5345.2,241890,0.022,2090.6,84796,0.024,4772.5,241086,0.02
2012-12-31,Air Force,JPATS,2002,PdE,Hawker Beechcraft,,Aircraft,0,,,4918.6,768,6.404,4727,752,6.286,4512.4,767,5.883,4322.5,751,5.756
2012-12-31,Air Force,KC-46A,2011,DE,Boeing,Pratt & Whitney,Aircraft,2013,UTC-Goodrich,sub-UTC,43518.2,179,243.118,42035,179,234.832,33040.3,175,188.802,31959.8,175,182.627
2012-12-31,Air Force,MQ-9 UAS Reaper,2008,PdE,General Atomics,,Aircraft,0,,,11541.3,404,28.568,11495.4,404,28.454,10402.1,401,25.49,9992.3,401,24.918
2012-12-31,Air Force,NAS,2005,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,762.1,53,14.379,1394.1,88,15.842,629.7,53,11.881,1259,88,14.307
2012-12-31,Air Force,NAVSTAR GPS - Space & Control,2000,PdE,Boeing,,Space Systems,0,,,5015.6,33,151.988,6198.9,33,187.845,3239.4,33,98.164,4057.3,33,122.948
2012-12-31,Air Force,NAVSTAR GPS - User Equipment,2000,PdE,Boeing,,Space Systems,0,,,797.8,0,,1237.8,0,,254.3,0,,0,0,
2012-12-31,Air Force,RQ-4A/B UAS Global Hawk,2000,DE,Northrop Grumman,,Aircraft,0,,,8103.6,54,150.067,7574.7,45,168.327,4904.9,54,90.831,4378.7,45,97.304
2012-12-31,Air Force,SBIRS HIGH - Baseline,1995,DE,Lockheed Martin,,Space Systems,0,,,8569.3,3,2856.433,11099.6,4,2774.9,1342.8,1,1342.8,2433,2,1216.5
2012-12-31,Air Force,SBIRS HIGH - Block Buy,1995,PdE,Lockheed Martin,,Space Systems,0,,,2681.6,2,1340.8,2595.5,2,1297.75,2681.6,2,1340.8,2595.5,2,1297.75
2012-12-31,Air Force,SDB II,2010,DE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,3553.3,17163,0.207,2976.3,17000,0.175,2021.7,17000,0.119
2012-12-31,Air Force,WGS,2010,PdE,Boeing,,Space Systems,0,,,3610.6,7,515.8,3845,8,480.625,3193.4,7,456.2,3400.7,8,425.088
2012-12-31,DoD,AMF JTRS,2008,DE,Lockheed Martin,,"Electronics, Comms, and Sensors",0,,,7758.6,27102,0.286,3241.3,15652,0.207,5907.9,26878,0.22,1568.2,15440,0.102
2012-12-31,DoD,CHEM DEMIL - ACWA,1994,PdE,Bechtel,,Other Services,0,,,5413,3136,1.726,7393.6,3136,2.358,0,0,,0,0,
2012-12-31,DoD,F-35 - Aircraft,2012,DE,Lockheed Martin,Northrop Grumman,Aircraft,0,,,276482.2,2458,112.483,265934.3,2457,108.235,224333.7,2443,91.827,215579,2443,88.244
2012-12-31,DoD,F-35 - Engine,2012,DE,Pratt & Whitney,Hamilton Sundstrand,Aircraft,2013,UTC-Goodrich,prime-UTC,53916.4,2458,21.935,53491.7,2457,21.771,42332.9,2443,17.328,40551.1,2443,16.599
2012-12-31,DoD,JTRS HMS,2004,PdE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,7254,271202,0.027,8104,328514,0.025,6234.6,270369,0.023
2012-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,3031,6233,0.486,523.7,630,0.831,1393.5,5745,0.243
2013-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,12771,639,19.986,8856.9,634,13.97,11244.4,634,17.736
2013-12-31,Army,AB3B New Build,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,2134.6,56,38.118,2095.5,63,33.262,2134.6,56,38.118,2095.5,63,33.262
2013-12-31,Army,CH-47F,2005,PdE,Boeing,,Aircraft,0,,,10614.8,512,20.732,13082.3,550,23.786,10435.1,510,20.461,12899,548,23.538
2013-12-31,Army,Excalibur,2007,PdE,Raytheon,,Ordnance and Missiles,0,,,1654.6,7474,0.221,1694.5,7420,0.228,661.2,6930,0.095,688.5,6876,0.1
2013-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4578.4,43795,0.105,5468.4,43936,0.124,3966.7,43560,0.091,4642.3,43560,0.107
2013-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,5689.7,443,12.844,3316,285,11.635,3358.3,427,7.865
2013-12-31,Army,JLENS,2005,DE,Raytheon,,"Electronics, Comms, and Sensors",0,,,5850,16,365.625,2283.9,2,1141.95,4027,14,286.643,0,0,
2013-12-31,Army,JLTV,2012,DE,AM General,,Land Vehicles,0,,,22780.2,54730,0.416,22645.6,54730,0.414,21782,54599,0.399,21715.1,54599,0.398
2013-12-31,Army,MQ-1C UAS Gray Eagle,2010,PdE,General Atomics,,Aircraft,0,,,5252,31,169.419,4433,31,143,3364.7,29,116.024,2909.6,29,100.331
2013-12-31,Army,Patriot PAC-3,2002,PdE,Lockheed Martin,Raytheon,Air and Missile Defense,0,,,7084,1012,7,10612.6,1410,7.527,4156.4,1012,4.107,7182.4,1410,5.094
2013-12-31,Army,Patriot MEADS CAP - Fire Unit,2004,DE,Lockheed Martin,,Air and Missile Defense,0,,,16530.5,48,344.385,2708.8,0,,11999.1,48,249.481,0,0,
2013-12-31,Army,PAC-3 MSE,2004,DE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,6610.5,1528,4.326,5760,1528,3.77,5908.6,1528,3.867
2013-12-31,Army,PIM,2011,PdE,BAE Systems,,"Electronics, Comms, and Sensors",0,,,6641,582,11.411,6641.5,558,11.902,5640.1,580,9.724,5592.5,556,10.058
2013-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,16801.7,1235,13.605,20995.2,1375,15.269,16084.2,1227,13.109,20233.9,1367,14.802
2013-12-31,Army,WIN-T Inc 2,2010,PdE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,3617.2,1893,1.911,11510.8,5323,2.162,3384.5,1837,1.842,11237.7,5267,2.134
2013-12-31,Army,WIN-T Inc 3,2009,DE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,15807.9,3482,4.54,3325.9,699,4.758,13212.4,3443,3.837,1497.6,699,2.142
2013-12-31,Navy,AGM-88E AARGM,2003,PdE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,1339.8,1790,0.748,1777,1919,0.926,806.5,1750,0.461,1111.5,1879,0.592
